,Host Id,Host Since,Name,Borough,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
8373,3126520,2012-08-01,"steps from prospect park,1 room ava",Brooklyn,Apartment,90.0,Private room,11215.0,1.0,1,22,105,90.0
7082,2427529,2012-05-21,Brownstone in Clinton Hill,Brooklyn,Apartment,,Private room,11238.0,1.0,1,0,75,
6,1783,2008-08-12,Amazing Also,Manhattan,Apartment,100.0,Entire home/apt,10004.0,1.0,1,9,250,100.0
27474,32681608,2015-05-05,Bright Room 10min to Grand Central,Queens,House,80.0,Private room,11101.0,1.0,1,6,130,84.0
17736,11363708,2014-01-16,"Sunny, comfy and quiet room",Brooklyn,Apartment,95.0,Private room,11206.0,1.0,1,14,59,97.0
5240,1564111,2012-01-03,Adorable Studio in Heart of BKLYN,Brooklyn,Apartment,90.0,Entire home/apt,11205.0,1.0,1,6,140,93.0
16892,10416706,2013-12-03,brooklyn 14 bedroom gated community,Brooklyn,House,,Entire home/apt,11224.0,16.0,1,0,1350,
2344,465059,2011-03-26,Two Story House with Garden,Brooklyn,House,,Entire home/apt,11220.0,4.0,1,0,150,
7871,2822245,2012-07-03,NR LGA/JFK & City Studio W/Bathroom,Queens,House,85.0,Private room,11372.0,1.0,1,129,75,89.0
4964,1475812,2011-12-05,Huge room with private bathroom,Manhattan,Apartment,80.0,Private room,10002.0,1.0,1,6,120,83.0
2919,676810,2011-06-07,Beautiful Spacious Room in Wash Hts,Manhattan,Apartment,90.0,Private room,10040.0,1.0,1,24,75,91.0
4930,1471361,2011-12-04,Sweet Luxury Studio! Brand new!,Brooklyn,Apartment,80.0,Entire home/apt,11206.0,1.0,1,4,65,80.0
6751,2263568,2012-05-01,comfy private bedroom/bath,Queens,Bed & Breakfast,90.0,Private room,11432.0,2.0,1,2,80,90.0
26395,28896283,2015-03-07,East Village Comfort & Style,Manhattan,Apartment,95.0,Entire home/apt,10009.0,1.0,1,12,235,98.0
19375,14567234,2014-04-22,2 Rooms Apt. Upper East Side,Manhattan,Apartment,,Entire home/apt,10028.0,1.0,1,0,130,
6754,2275829,2012-05-02,"Amazing apartment, best location!",Manhattan,Apartment,80.0,Entire home/apt,10002.0,3.0,1,33,310,81.0
4172,1239272,2011-10-02,Sunny Ft Greene 2BR apt w patio!,Brooklyn,Apartment,95.0,Entire home/apt,11217.0,1.0,1,14,225,96.0
18160,12060709,2014-02-08,Large Midtown East Duplex,Manhattan,Apartment,,Private room,10022.0,1.0,1,0,125,
4928,1468890,2011-12-03,Madison Ave w/Sunny Private Terrace,Manhattan,Apartment,60.0,Entire home/apt,10065.0,1.0,1,1,165,60.0
21462,18383091,2014-07-19,Nice bedroom and great apartment,Brooklyn,Apartment,90.0,Private room,11233.0,1.0,1,3,54,93.0
9705,3942765,2012-10-22,Private spacious modern UES room,Manhattan,Apartment,85.0,Private room,10128.0,2.0,1,25,115,88.0
8616,3264033,2012-08-15,4Bedrooms / Roof Deck / Center NYC,Manhattan,Apartment,90.0,Entire home/apt,,5.0,1,57,500,94.0
10256,4205040,2012-11-20,Large Cute 2 Bedroom On Upper East,Manhattan,Apartment,95.0,Private room,10028.0,1.0,1,10,86,98.0
22946,21406820,2014-09-16,Charming room in the heart of EV,Manhattan,Apartment,95.0,Shared room,10009.0,1.0,1,11,70,96.0
23084,21745511,2014-09-24,Great value in cool Greenpoint.,Brooklyn,Apartment,90.0,Entire home/apt,11222.0,1.0,1,16,119,94.0
1334,228252,2010-09-08,Private room in wonderful Harlem,Manhattan,Apartment,100.0,Private room,10031.0,1.0,1,2,70,100.0
25393,25634943,2015-01-05,East Village/Union Square Studio,Manhattan,Apartment,85.0,Entire home/apt,10003.0,1.0,1,10,250,89.0
322,45587,2009-10-13,"Excellent location, gorgeous studio",Manhattan,Apartment,90.0,Entire home/apt,10011.0,2.0,1,11,150,92.0
21335,18157530,2014-07-15,one bedroom in Bedstuy Brooklyn,Brooklyn,Apartment,80.0,Private room,11216.0,1.0,1,6,50,80.0
15890,9339714,2013-10-09,Beautiful Midtown Luxury Apartment,Manhattan,Apartment,,Entire home/apt,10017.0,2.0,1,0,250,
3956,1153993,2011-09-13,BEST DEAL IN CHELSEA 1 bdrm NYC,Manhattan,Apartment,95.0,Entire home/apt,10011.0,1.0,1,12,199,96.0
8126,2979607,2012-07-18,Drop Your Hat and Go See New York!,Queens,House,,Private room,11411.0,2.0,1,0,55,
11899,5301208,2013-03-03,A Sunny Historic Brooklyn Bohemian,Brooklyn,House,100.0,Entire home/apt,11233.0,4.0,1,2,395,100.0
2398,490055,2011-04-06,Zen space on the outskirts of LES,Manhattan,Apartment,90.0,Private room,10002.0,1.0,1,13,80,92.0
21628,18862810,2014-07-25,AMAZING NEW YORK EXPERIENCE!,Manhattan,Apartment,,Entire home/apt,10014.0,2.0,1,1,212,
13664,6851857,2013-06-11,Private Williamsburg Flat,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,1.0,1,61,125,91.0
12648,5972246,2013-04-17,"Cozy, artistic room in Brooklyn Apt",Brooklyn,Apartment,100.0,Private room,11216.0,1.0,1,1,65,100.0
3218,788581,2011-07-07,Gramercy Park Duplex Perfection,Manhattan,Apartment,85.0,Entire home/apt,10003.0,2.0,1,7,300,88.0
6539,2156913,2012-04-17,NEXT 2 NYC + Large Room in Astoria,Queens,Apartment,80.0,Private room,11106.0,1.0,1,3,70,84.0
23187,21914024,2014-09-29,Group Stay. 20minutes to Mahattan,Brooklyn,House,80.0,Entire home/apt,11213.0,9.0,1,14,325,81.0
21524,18527346,2014-07-21,"Bright, homey room, great transport",Brooklyn,Apartment,,Private room,11238.0,1.0,1,0,100,
4614,1394190,2011-11-10,Sunny elegant Soho apartment,Manhattan,Apartment,100.0,Entire home/apt,10012.0,1.0,1,3,295,100.0
11609,5062209,2013-02-12,UES APT steps from Central Park,Manhattan,Apartment,100.0,Entire home/apt,10029.0,1.0,1,3,180,100.0
7772,2776635,2012-06-28,Bright Star of Brooklyn,Brooklyn,Apartment,90.0,Private room,11231.0,1.0,1,23,81,92.0
18114,11966421,2014-02-05,"Stunning, Quite, Spacious 1 bdrm",Manhattan,Apartment,80.0,Entire home/apt,10021.0,2.0,1,41,200,84.0
5320,1588514,2012-01-10,BEAUTIFUL FULL 1BR APT GREAT AREA,Manhattan,Apartment,95.0,Entire home/apt,10027.0,1.0,1,5,150,95.0
6514,2152220,2012-04-16,Large and sunny bedroom in Brooklyn,Brooklyn,Apartment,90.0,Private room,11238.0,1.0,1,39,75,90.0
17584,11164946,2014-01-09,Near Bx Lebanon/St Barnabas Hosp #1,Bronx,Apartment,85.0,Private room,10457.0,1.0,1,4,50,85.0
21999,19641065,2014-08-07,Spacious studio,Manhattan,Apartment,,Private room,10016.0,1.0,1,0,165,
3672,975030,2011-08-15,A Quaint Retreat !Live Like a Local,Brooklyn,Apartment,90.0,Entire home/apt,11216.0,2.0,1,68,110,90.0
28010,34371076,2015-05-27,Charming Williamsburg,Brooklyn,Apartment,,Private room,11211.0,1.0,1,0,85,
2529,539716,2011-04-27,Charming Bedroom - Private Entrance,Brooklyn,Apartment,90.0,Private room,11231.0,1.0,1,31,85,91.0
28938,37058361,2015-06-29,Snug loft in a landmark building,Manhattan,Apartment,95.0,Private room,10001.0,1.0,1,4,90,95.0
4100,1217923,2011-09-27,Party in NYC and Sleep in Brooklyn,Brooklyn,Apartment,,Entire home/apt,11212.0,6.0,1,0,122,
6512,2148920,2012-04-16,Large living room near train,Brooklyn,Apartment,80.0,Private room,11221.0,1.0,1,1,58,80.0
1954,344035,2011-01-11,Big Sunny Room in BK Brownstone,Brooklyn,Apartment,,Private room,11238.0,1.0,1,0,60,
747,109457,2010-04-16,Neighborhood Retreats Big Kahuna Rm,Bronx,House,90.0,Private room,10461.0,1.0,1,15,67,94.0
23957,23309210,2014-11-03,"Comfy and roomy home, Worry free!!",Brooklyn,House,90.0,Entire home/apt,11221.0,4.0,1,9,299,91.0
4672,1404534,2011-11-14,"Time Sq/3 BD Lovely, Quiet and Coz",Manhattan,Apartment,85.0,Entire home/apt,10036.0,4.0,1,35,450,86.0
27315,32164030,2015-04-28,"Budget Traveler's Dream,(3).",Bronx,House,,Private room,10474.0,1.0,1,0,50,
8624,3270577,2012-08-15,Bright & Sunny Studio New Building,Manhattan,Apartment,,Entire home/apt,10023.0,1.0,1,0,205,
24939,24764205,2014-12-12,Great one bedroom fully equipped,Queens,Apartment,,Entire home/apt,,1.0,1,0,150,
8800,3371507,2012-08-25,AWESOME STUDIO & BEST LOCATION,Manhattan,Apartment,85.0,Entire home/apt,10011.0,2.0,1,18,180,87.0
18172,12095101,2014-02-09,Huge brand new apartment@Times Sq!!,Manhattan,Apartment,,Entire home/apt,10036.0,1.0,1,0,140,
19693,15269739,2014-05-08,Lovely landmark Italian Limestone,Brooklyn,Villa,,Entire home/apt,11215.0,4.0,1,0,1500,
9594,3870145,2012-10-14,Private room in Manhattan,Manhattan,Apartment,90.0,Private room,10040.0,1.0,1,57,60,90.0
1361,235442,2010-09-15,Coziness in Trendy Crown Heights,Brooklyn,Apartment,100.0,Private room,11238.0,1.0,1,6,95,100.0
899,137814,2010-06-03,Parlor Room In Victorian Townhouse,Brooklyn,Apartment,85.0,Private room,11238.0,1.0,1,106,70,89.0
6103,1959800,2012-03-18,Charming park view 1br apartment,Manhattan,Apartment,,Entire home/apt,10027.0,2.0,1,0,100,
18379,12391126,2014-02-19,Cozy Room by Washington Sq Park,Manhattan,Apartment,80.0,Private room,10014.0,1.0,1,3,75,80.0
19043,13969061,2014-04-06,Sunny clean studio in heart of LES,Manhattan,Apartment,90.0,Entire home/apt,10002.0,1.0,1,8,150,93.0
24804,24620881,2014-12-08,Lower East Side + East Village Pad,Manhattan,Apartment,95.0,Entire home/apt,10003.0,3.0,1,15,175,97.0
17197,10678073,2013-12-17,Live in a loft in a b'klyn church!,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,1.0,1,6,250,90.0
561,70091,2010-01-12,Little King of Queens,Queens,Apartment,100.0,Private room,11377.0,1.0,1,22,70,100.0
20365,16577085,2014-06-09,AMAZING Room in HEART of Brooklyn!,Brooklyn,Apartment,90.0,Private room,11217.0,2.0,1,25,118,90.0
26747,6422043,2015-03-30,Gorgeous Garden Level Apartment,Brooklyn,Apartment,95.0,Entire home/apt,11205.0,1.0,1,10,225,98.0
19397,14656824,2014-04-23,Comfy Private Room in Brownstone,Brooklyn,Apartment,95.0,Private room,11206.0,1.0,1,6,90,97.0
8121,2977011,2012-07-18,Huge Bedroom-QN BED-Cooper Union/EV,Manhattan,Apartment,,Private room,10003.0,1.0,1,0,125,
15670,9093418,2013-09-27,Javits 4 Bedroom 2 Bath RENOVATED,Manhattan,Apartment,90.0,Entire home/apt,10018.0,5.0,1,2,995,90.0
5875,1831451,2012-02-29,Adorable Apt in East Village,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,11,175,94.0
300,42273,2009-09-29,Park Slope Green Guest House,Brooklyn,Apartment,95.0,Entire home/apt,11215.0,1.0,1,247,135,98.0
974,156450,2010-07-01,THE NICEST DUPLEX IN CHELSEA ! ! !,Manhattan,Apartment,85.0,Entire home/apt,10011.0,1.0,1,45,185,88.0
2033,373514,2011-02-01,Home Sweet Prospect Park,Brooklyn,Apartment,,Entire home/apt,11225.0,1.0,1,0,82,
22931,21426910,2014-09-16,Spacious and nice 1BR near Subway,Brooklyn,Apartment,95.0,Entire home/apt,11223.0,2.0,1,6,119,97.0
11076,4624753,2013-01-08,Bohemian Paradise in Williamsburg,Brooklyn,Apartment,,Entire home/apt,11249.0,1.0,1,0,135,
10896,4498518,2012-12-26,Experience Brooklyn,Brooklyn,Apartment,100.0,Entire home/apt,11218.0,2.0,1,1,110,100.0
1782,310458,2010-12-05,Small tidy bedroom in duplex,Brooklyn,Apartment,95.0,Private room,11215.0,1.0,1,5,71,95.0
19835,15499739,2014-05-14,Clean NY Bedroom near many subways!,Queens,Apartment,100.0,Private room,11101.0,1.0,1,10,74,100.0
2332,460572,2011-03-24,Heart of Fort Greene,Brooklyn,Townhouse,,Entire home/apt,11205.0,1.0,1,0,174,
26323,28678863,2015-03-03,Manhattan 2 Bdrms & Private Bath,Manhattan,Apartment,90.0,Entire home/apt,10032.0,4.0,1,3,118,93.0
10650,4368317,2012-12-10,Comfy studio near Central Park,Manhattan,Apartment,80.0,Entire home/apt,10024.0,1.0,1,65,110,82.0
11584,5040075,2013-02-10,NEAR TIME SQ LARGE PRIVATE NY ROOM,Manhattan,Apartment,90.0,Private room,10018.0,1.0,1,1,200,94.0
903,139612,2010-06-06,"Sun-drenched, artsy modernist 1+ BR",Brooklyn,Apartment,100.0,Entire home/apt,11211.0,1.0,1,8,225,100.0
10164,4166175,2012-11-16,Furnished apt in doorman building,Manhattan,Apartment,,Entire home/apt,10007.0,1.0,1,0,300,
5281,1577587,2012-01-07,Chic west village 1 bed + back yard,Manhattan,Apartment,,Entire home/apt,10012.0,1.0,1,0,265,
23896,23214109,2014-11-01,Beautiful Sunny 2 Bed Apartment,Brooklyn,Apartment,,Entire home/apt,11206.0,2.0,1,0,90,
17202,10681432,2013-12-17,NYC apartment with a backyard!,Manhattan,Apartment,85.0,Entire home/apt,10009.0,1.0,1,5,215,85.0
9775,3984291,2012-10-26,Spacious Room on Franklin Avenue,Brooklyn,Apartment,,Private room,11238.0,1.0,1,1,45,
10111,4148248,2012-11-14,Studio Apt. in East Williamsburg,Brooklyn,Apartment,90.0,Entire home/apt,11206.0,1.0,1,65,95,93.0
29192,38043443,2015-07-09,Cozy Comfortable Space Near Subway!,Brooklyn,Apartment,90.0,Entire home/apt,11226.0,2.0,1,6,140,93.0
22376,20443619,2014-08-23,"Sunny & spacious, Fort Greene, Bk",Brooklyn,Apartment,100.0,Entire home/apt,11205.0,2.0,1,4,265,100.0
20046,15973306,2014-05-25,Spacious One Bedroom Minutes Away..,Queens,Apartment,85.0,Entire home/apt,11375.0,3.0,1,22,110,86.0
6295,2052361,2012-04-02,"Brookyn apartment, 20 min from Manh",Brooklyn,Apartment,90.0,Entire home/apt,11226.0,2.0,1,7,100,91.0
28396,35560469,2015-06-11,"Lovely, spacious 1 BR.",Queens,Apartment,90.0,Entire home/apt,11102.0,1.0,1,6,70,92.0
24769,24576978,2014-12-07,"1BR LUX BLDG, FANTASTIC LOCATION",Brooklyn,Apartment,,Entire home/apt,11211.0,2.0,1,0,195,
20695,17147368,2014-06-23,Modern 2BR in Central Location,Manhattan,Apartment,90.0,Entire home/apt,10009.0,2.0,1,2,239,90.0
30004,40901245,2015-08-08,Cozy Lower East Side Apartment,Manhattan,Apartment,,Entire home/apt,10009.0,1.0,1,0,150,
21189,17907727,2014-07-10,Great Room in a Great Apartment,Manhattan,Apartment,,Private room,10033.0,1.0,1,0,85,
22355,20405689,2014-08-22,Sunny Big 2 Bedroom Brownstone Apt,Brooklyn,Apartment,,Entire home/apt,11216.0,2.0,1,0,150,
4289,1281255,2011-10-12,Apartment in a Historical Home,Brooklyn,Apartment,85.0,Entire home/apt,11213.0,1.0,1,25,180,85.0
18809,13423325,2014-03-22,HUGE beautiful room in NYC!,Manhattan,Apartment,100.0,Private room,10033.0,1.0,1,1,50,100.0
8308,3084651,2012-07-28,Private bedroom in the East Village,Manhattan,Apartment,85.0,Private room,10003.0,1.0,1,62,85,87.0
17471,11019603,2014-01-04,Funky & Spacious Warehouse Loft,Brooklyn,Apartment,80.0,Private room,11237.0,1.0,1,5,55,80.0
26882,30703076,2015-04-06,Large Private Room In Park Slope,Brooklyn,Apartment,,Private room,11215.0,1.0,1,0,63,
12463,5819975,2013-04-07,Studio in Fort Greene/Clinton Hill,Brooklyn,Apartment,95.0,Entire home/apt,11238.0,2.0,1,89,150,96.0
1308,221443,2010-09-02,Awesome Clinton Hill Apartment,Brooklyn,Apartment,,Private room,11238.0,1.0,1,0,60,
3507,915973,2011-08-03,Bi-level Loft with a Private Garden,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,9,248,98.0
25526,25963759,2015-01-11,Beautiful top floor 2-bedroom,Brooklyn,Apartment,,Entire home/apt,11215.0,2.0,1,0,140,
24160,23582893,2014-11-10,Two Story Room With Reclaimed Bed,Brooklyn,House,100.0,Private room,11221.0,1.0,1,2,67,100.0
19816,15541030,2014-05-14,2 floors of Brooklyn Brownstone,Brooklyn,Apartment,,Entire home/apt,11217.0,3.0,1,0,350,
26662,29867161,2015-03-23,Luxury/Midtown East,Manhattan,Apartment,,Private room,10016.0,1.0,1,0,165,
5935,1857457,2012-03-04,Bright room in Lower East Side,Manhattan,Apartment,,Private room,10002.0,1.0,1,0,70,
26587,29650513,2015-03-19,LUXURY ROOM 1 CHARMING CLINTON HILL,Brooklyn,Apartment,90.0,Private room,11205.0,1.0,1,14,110,90.0
220,29096,2009-08-01,Clean East Village Studio,Manhattan,Apartment,95.0,Entire home/apt,10009.0,1.0,1,165,135,95.0
16268,9784802,2013-11-03,Between Lincoln Center & Central Pk,Manhattan,Apartment,95.0,Entire home/apt,10023.0,1.0,1,22,300,95.0
11612,5060965,2013-02-12,Bright Studio 1 Min walkingto Metro,Queens,Apartment,100.0,Entire home/apt,11373.0,1.0,1,1,64,100.0
29776,40027302,2015-07-30,Great Room in Williamsburg Brooklyn,Brooklyn,Apartment,100.0,Private room,11249.0,1.0,1,2,100,100.0
7092,2437158,2012-05-22,Cute Lower East Side Apartment,Manhattan,Apartment,100.0,Entire home/apt,10002.0,1.0,1,1,140,100.0
1210,201297,2010-08-14,Greenwich Village Stylish Apartment,Manhattan,Apartment,95.0,Entire home/apt,10014.0,1.0,1,34,190,97.0
14356,7529269,2013-07-16,Cozy Vintage East Village Bedroom,Manhattan,Apartment,100.0,Private room,10009.0,1.0,1,3,69,100.0
18006,11773680,2014-01-29,450ft Square Studio in Gramercy NY,Manhattan,Apartment,,Entire home/apt,10010.0,1.0,1,0,350,
29256,38294553,2015-07-12,Small One Bedroom BK - Quiet n Cute,Brooklyn,Apartment,100.0,Entire home/apt,11216.0,1.0,1,1,78,100.0
12991,6263312,2013-05-06,"Room in Warm, Modern Apt Park Slope",Brooklyn,Apartment,95.0,Private room,11215.0,1.0,1,39,95,99.0
15523,8925287,2013-09-18,Spacious/Stylish Apt with Backyard,Brooklyn,Apartment,95.0,Entire home/apt,11216.0,1.0,1,7,150,97.0
192,24901,2009-07-08,Beautiful Light Filled Abode,Brooklyn,Apartment,,Entire home/apt,11233.0,2.0,1,0,150,
3667,970385,2011-08-14,Sunny Apt Near Opera/Cafes-Sleeps 4,Manhattan,Apartment,90.0,Entire home/apt,10023.0,3.0,1,143,235,93.0
28174,34943122,2015-06-03,"Bedroom in Clinton Hill, Brooklyn",Brooklyn,Apartment,,Private room,11238.0,1.0,1,0,130,
4769,1422695,2011-11-19,Rare Classic in Lower East Side,Manhattan,Apartment,80.0,Entire home/apt,10002.0,2.0,1,4,245,80.0
30363,42489546,2015-08-25,Spacious 1BR near Central Park,Manhattan,Apartment,,Entire home/apt,10029.0,2.0,1,0,195,
23770,23002143,2014-10-26,Prime East Village One Bedroom Apt!,Manhattan,Apartment,90.0,Entire home/apt,10003.0,1.0,1,3,195,93.0
21181,17943678,2014-07-10,brooklyn artist loft,Brooklyn,Loft,95.0,Private room,11206.0,1.0,1,36,69,96.0
28592,36031773,2015-06-17,Huge sunny private room,Brooklyn,Apartment,60.0,Private room,11218.0,1.0,1,7,49,63.0
20047,15962620,2014-05-25,"Room in Boerum Hill, 2 sweet cats",Brooklyn,Apartment,,Private room,11217.0,1.0,1,0,150,
10333,4253618,2012-11-26,2BR Bright Upper East Side Apt,Manhattan,Apartment,85.0,Entire home/apt,10075.0,2.0,1,5,225,88.0
26320,28717916,2015-03-03,Brooklyn Heights Landmark Building,Brooklyn,Apartment,,Entire home/apt,11201.0,2.0,1,0,385,
24210,23673285,2014-11-12,10 Minutes From Manhattan,Queens,Apartment,80.0,Entire home/apt,11106.0,1.0,1,12,142,80.0
26944,30931526,2015-04-09,Amor  room,Brooklyn,Apartment,90.0,Private room,11238.0,1.0,1,14,60,93.0
17323,10831035,2013-12-26,Cozy Place for Super Bowl Week,Manhattan,Apartment,,Entire home/apt,10128.0,1.0,1,0,350,
24937,24757862,2014-12-12,Luxury Harlem Building 1 Bdrm Apt,Manhattan,Apartment,,Entire home/apt,10027.0,1.0,1,0,115,
29262,38272359,2015-07-12,Bright spacious studio West Village,Manhattan,Apartment,100.0,Entire home/apt,10014.0,2.0,1,7,160,100.0
1515,264040,2010-10-17,5min to EmpireStateBuilding,Manhattan,Apartment,80.0,Entire home/apt,10010.0,1.0,1,3,120,80.0
19701,15285681,2014-05-08,Nature Sanctuary,Brooklyn,Apartment,85.0,Private room,11221.0,1.0,1,5,90,88.0
19462,14743478,2014-04-26,full-size sleeper sofa in NYC.,Manhattan,Apartment,,Shared room,10022.0,1.0,1,0,75,
25101,24979823,2014-12-18,Private Park Side Room,Brooklyn,Apartment,100.0,Private room,11225.0,1.0,1,1,125,100.0
20760,17264040,2014-06-25,Modern 3BR Brownstone Apartment,Bronx,Apartment,90.0,Entire home/apt,10457.0,3.0,1,6,185,93.0
8878,3415758,2012-08-29,NYC Brklyn Cozy Rustic Artist Home,Brooklyn,House,100.0,Private room,11221.0,1.0,1,17,48,100.0
14920,8133680,2013-08-13,Queen Bed/Big Room/Backyard/Balcony,Queens,Apartment,,Private room,11361.0,1.0,1,0,55,
29502,39022315,2015-07-20,Fully Furnished One Bedroom on LEX,Manhattan,Apartment,,Entire home/apt,10021.0,2.0,1,0,180,
18828,13466953,2014-03-24,Heart of Soho 1 bedroom apt,Manhattan,Apartment,85.0,Entire home/apt,10012.0,2.0,1,63,239,89.0
14668,7853251,2013-07-31,"Jupiter Suites, Rm #3- (JFK)",Queens,Bed & Breakfast,90.0,Private room,11434.0,1.0,1,24,59,93.0
3738,1010344,2011-08-23,"Modern, Bright, Airy Brooklyn Apt",Brooklyn,Apartment,100.0,Entire home/apt,11216.0,2.0,1,3,160,100.0
19414,14688093,2014-04-24,Spacious 2 BDR with 2 BATH sleep 10,Manhattan,Apartment,,Entire home/apt,10018.0,8.0,1,0,320,
20457,16715161,2014-06-12,Spacious & Private Ridegwood Oasis,Queens,Apartment,100.0,Entire home/apt,11385.0,1.0,1,2,130,100.0
1374,239699,2010-09-19,Lovely Studio - heart of E. Village,Manhattan,Apartment,95.0,Entire home/apt,10003.0,1.0,1,24,125,98.0
18235,12122046,2014-02-10,Crash pad for Men only (6),Queens,House,90.0,Shared room,11369.0,2.0,1,3,45,93.0
803,120623,2010-05-08,"The ""James Dean""",Bronx,Loft,90.0,Entire home/apt,10451.0,1.0,1,5,120,93.0
12263,5615192,2013-03-25,Huge Luxury one bedroom apartment,Manhattan,Apartment,95.0,Entire home/apt,10075.0,1.0,1,33,375,99.0
12737,6057699,2013-04-23,1 Bedroom Apartmen in LES/Chinatown,Manhattan,Apartment,,Entire home/apt,10002.0,1.0,1,0,195,
26656,29893120,2015-03-23,PRIVATE Bedroom & bathroom  TRIBECA,Manhattan,Apartment,65.0,Private room,10007.0,1.0,1,4,99,65.0
9512,3817574,2012-10-09,sublet / bishwick,Queens,Apartment,,Private room,11237.0,3.0,1,0,50,
8451,3189999,2012-08-07,"Studio Apartment, Brooklyn",Brooklyn,Apartment,,Entire home/apt,11216.0,1.0,1,0,99,
14998,8265283,2013-08-19,Charming 1Bedrm at Grand Army Plaza,Brooklyn,Apartment,100.0,Entire home/apt,11238.0,1.0,1,1,149,100.0
4652,1402298,2011-11-13,"Room in Greenwich,the heart of NYC!",Manhattan,Apartment,95.0,Private room,10012.0,1.0,1,10,130,96.0
11752,5173736,2013-02-21,One Bedroom On Irving Place!1,Manhattan,Apartment,90.0,Entire home/apt,10003.0,1.0,1,18,300,94.0
14344,7535685,2013-07-16,"Huge, 1 bedroom in Brooklyn!",Brooklyn,Apartment,90.0,Entire home/apt,11231.0,1.0,1,3,125,93.0
5701,1756020,2012-02-15,"2 BDR, private backyard, on Bowery!",Manhattan,Apartment,95.0,Entire home/apt,10003.0,2.0,1,26,250,98.0
4573,1378790,2011-11-06,Sunny Apartment in East Village,Manhattan,Apartment,95.0,Private room,10009.0,1.0,1,46,75,98.0
21547,18609861,2014-07-22,Art Deco Apt,Manhattan,Apartment,100.0,Entire home/apt,10009.0,1.0,1,1,195,100.0
5025,1495502,2011-12-11,E Wburg 1BR  + Shared Kitchen,Brooklyn,Apartment,80.0,Entire home/apt,11206.0,1.0,1,42,88,83.0
